,location,total_sqft,bath,bhk
7910,other,2050.0,3.0,3.0
7911,other,1200.0,3.0,3.0
7912,other,1233.0,2.0,2.0
7913,other,1500.0,3.0,3.0
7914,other,1515.0,3.0,3.0
7915,other,1910.0,3.0,3.0
7916,other,1020.0,2.0,2.0
7917,other,1250.0,3.0,3.0
7918,other,1475.0,3.0,3.0
7919,other,972.0,2.0,2.0
7920,other,1100.0,2.0,2.0
7921,other,2020.0,3.0,3.0
7922,other,1550.0,2.0,3.0
7923,other,1310.0,2.0,2.0
7924,other,2500.0,4.0,3.0
7925,other,3730.0,6.0,4.0
7926,other,1853.0,3.0,3.0
7927,other,1215.0,2.0,3.0
7928,other,4046.0,4.0,4.0
7929,other,1427.0,2.0,2.0
7930,other,1405.0,2.0,3.0
7931,other,845.0,2.0,2.0
7932,other,900.0,2.0,2.0
7933,other,675.0,1.0,1.0
7934,other,1464.0,3.0,3.0
7935,other,1000.0,2.0,2.0
7936,other,850.0,2.0,2.0
7937,other,425.0,1.0,1.0
7938,other,416.0,1.0,1.0
7939,other,1800.0,4.0,5.0
7940,other,1440.0,2.0,2.0
7941,other,3563.0,6.0,4.0
7942,other,1800.0,5.0,5.0
7943,other,1750.0,3.0,3.0
7944,other,1980.0,3.0,3.0
7945,other,1200.0,2.0,3.0
7946,other,1540.0,3.0,3.0
7947,other,375.0,1.0,1.0
7948,other,1200.0,3.0,3.0
7949,other,2750.0,5.0,3.0
7950,other,1400.0,2.0,2.0
7951,other,3160.0,4.0,4.0
7952,other,400.0,1.0,1.0
7953,other,1500.0,2.0,2.0
7954,other,4100.0,7.0,7.0
7955,other,4300.0,5.0,4.0
7956,other,2273.0,4.0,3.0
7957,other,1650.0,3.0,3.0
7958,other,1428.0,2.0,3.0
7959,other,1672.0,3.0,3.0
7960,other,1670.0,3.0,4.0
7961,other,1160.0,2.0,2.0
7962,other,1196.0,2.0,2.0
7963,other,1400.0,3.0,3.0
7964,other,1936.0,2.0,3.0
7965,other,3131.0,4.0,4.0
7966,other,1140.0,2.0,2.0
7967,other,674.0,1.0,1.0
7968,other,1140.0,2.0,2.0
7969,other,1719.0,3.0,3.0
7970,other,1105.0,2.0,2.0
7971,other,1070.0,2.0,2.0
7972,other,1800.0,3.0,3.0
7973,other,1267.0,3.0,3.0
7974,other,1488.0,3.0,3.0
7975,other,1200.0,3.0,4.0
7976,other,1163.0,2.0,2.0
7977,other,1050.0,2.0,2.0
7978,other,1000.0,2.0,2.0
7979,other,2357.0,3.0,3.0
7980,other,925.0,2.0,2.0
7981,other,966.0,2.0,2.0
7982,other,2360.0,3.0,4.0
7983,other,1315.0,2.0,2.0
7984,other,1200.0,4.0,4.0
7985,other,1355.0,2.0,3.0
7986,other,2150.0,4.0,3.0
7987,other,1842.0,3.0,3.0
7988,other,1200.0,4.0,4.0
7989,other,705.0,1.0,1.0
7990,other,1205.0,2.0,2.0
7991,other,1410.0,3.0,3.0
7992,other,1550.0,2.0,3.0
7993,other,1525.0,2.0,3.0
7994,other,1500.0,2.0,3.0
7995,other,1537.0,3.0,3.0
7996,other,1020.0,2.0,2.0
7997,other,2000.0,4.0,5.0
7998,other,1468.0,2.0,2.0
7999,other,2342.0,3.0,4.0
8000,other,975.0,2.0,2.0
8001,other,1141.0,2.0,2.0
8002,other,1200.0,2.0,2.0
8003,other,3500.0,5.0,4.0
8004,other,3800.0,2.0,3.0
8005,other,1630.0,3.0,3.0
8006,other,1105.0,2.0,2.0
8007,other,1550.0,2.0,3.0
8008,other,1203.0,2.0,2.0
8009,other,648.0,1.0,1.0
8010,other,950.0,2.0,2.0
8011,other,1095.0,2.0,2.0
8012,other,2200.0,2.0,3.0
8013,other,927.0,2.0,2.0
8014,other,450.0,1.0,1.0
8015,other,3000.0,4.0,4.0
8016,other,2795.0,4.0,3.0
8017,other,1210.0,2.0,2.0
8018,other,1975.0,3.0,3.0
8019,other,2045.0,4.0,3.0
8020,other,1850.0,3.0,3.0
8021,other,1250.0,2.0,3.0
8022,other,551.0,1.0,1.0
8023,other,1125.0,2.0,2.0
8024,other,860.0,1.0,2.0
8025,other,3000.0,3.0,3.0
8026,other,2820.0,3.0,3.0
8027,other,1175.0,2.0,2.0
8028,other,1110.0,2.0,2.0
8029,other,1100.0,2.0,2.0
8030,other,1190.0,2.0,2.0
8031,other,850.0,2.0,2.0
8032,other,3262.0,5.0,4.0
8033,other,4800.0,5.0,4.0
8034,other,1508.0,3.0,3.0
8035,other,4050.0,3.0,3.0
8036,other,1200.0,4.0,4.0
8037,other,700.0,1.0,1.0
8038,other,1804.0,3.0,3.0
8039,other,5000.0,5.0,4.0
8040,other,2250.0,3.0,3.0
8041,other,1206.0,2.0,2.0
8042,other,1464.0,3.0,3.0
8043,other,850.0,2.0,2.0
8044,other,1500.0,2.0,3.0
8045,other,946.0,2.0,2.0
8046,other,1801.0,3.0,3.0
8047,other,780.0,2.0,2.0
8048,other,1000.0,2.0,2.0
8049,other,1250.0,2.0,3.0
8050,other,1600.0,3.0,3.0
8051,other,1300.0,3.0,3.0
8052,other,1350.0,2.0,2.0
8053,other,1500.0,2.0,3.0
8054,other,780.0,2.0,2.0
8055,other,1563.0,2.0,3.0
8056,other,2700.0,3.0,4.0
8057,other,1081.0,2.0,2.0
8058,other,1350.0,2.0,3.0
8059,other,1200.0,2.0,2.0
8060,other,1165.0,2.0,2.0
8061,other,900.0,2.0,2.0
8062,other,833.0,1.0,1.0
8063,other,620.0,1.0,2.0
8064,other,6500.0,7.0,7.0
8065,other,800.0,2.0,2.0
8066,other,4750.0,2.0,4.0
8067,other,984.0,2.0,2.0
8068,other,3000.0,3.0,3.0
8069,other,1340.0,2.0,2.0
8070,other,1200.0,4.0,4.0
8071,other,674.0,1.0,2.0
8072,other,1400.0,2.0,2.0
8073,other,1464.0,3.0,3.0
8074,other,3500.0,3.0,4.0
8075,other,1280.0,4.0,4.0
8076,other,1600.0,3.0,3.0
8077,other,1293.0,2.0,2.0
8078,other,1630.0,2.0,3.0
8079,other,1500.0,3.0,3.0
8080,other,1800.0,2.0,3.0
8081,other,1020.0,2.0,2.0
8082,other,1200.0,2.0,2.0
8083,other,1155.0,2.0,2.0
8084,other,5667.5,5.0,4.0
8085,other,1269.72,2.0,2.0
8086,other,1625.0,3.0,3.0
8087,other,1200.0,2.0,2.0
8088,other,1350.0,3.0,3.0
8089,other,2100.0,3.0,3.0
8090,other,3520.0,6.0,5.0
8091,other,900.0,1.0,2.0
8092,other,1355.0,2.0,2.0
8093,other,1309.0,2.0,2.0
8094,other,1492.0,2.0,2.0
8095,other,1480.0,3.0,3.0
8096,other,1600.0,2.0,3.0
8097,other,3870.0,4.0,4.0
8098,other,1020.0,2.0,2.0
8099,other,1500.0,1.0,2.0
8100,other,1400.0,2.0,3.0
8101,other,1685.0,3.0,3.0
8102,other,1184.0,2.0,2.0
8103,other,700.0,2.0,2.0
8104,other,900.0,2.0,2.0
8105,other,500.0,1.0,1.0
8106,other,4200.0,4.0,4.0
8107,other,927.0,2.0,2.0
8108,other,5480.0,4.0,3.0
8109,other,1230.0,2.0,2.0
8110,other,900.0,2.0,2.0
8111,other,830.0,2.0,2.0
8112,other,4104.0,4.0,4.0
8113,other,1842.0,3.0,3.0
8114,other,1180.0,2.0,2.0
8115,other,1150.0,2.0,2.0
8116,other,1800.0,4.0,3.0
8117,other,1100.0,2.0,2.0
8118,other,1375.0,2.0,2.0
8119,other,2700.0,3.0,4.0
8120,other,6688.0,6.0,4.0
8121,other,812.0,1.0,1.0
8122,other,2070.0,3.0,3.0
8123,other,1165.0,2.0,2.0
8124,other,1306.0,2.0,3.0
8125,other,2098.0,3.0,3.0
8126,other,2200.0,3.0,4.0
8127,other,950.0,2.0,2.0
8128,other,2456.0,3.0,3.0
8129,other,1200.0,3.0,3.0
8130,other,2250.0,3.0,3.0
8131,other,3750.0,5.0,4.0
8132,other,1190.0,2.0,2.0
8133,other,1200.0,2.0,2.0
8134,other,1200.0,2.0,3.0
8135,other,1612.0,3.0,3.0
8136,other,1120.0,2.0,2.0
8137,other,1675.0,1.0,1.0
8138,other,1375.0,2.0,2.0
8139,other,3200.0,4.0,4.0
8140,other,2400.0,4.0,6.0
8141,other,1060.0,2.0,2.0
8142,other,2400.0,4.0,4.0
8143,other,1200.0,2.0,2.0
8144,other,1250.0,3.0,3.0
8145,other,1022.0,2.0,2.0
8146,other,1560.0,5.0,5.0
8147,other,1009.0,2.0,2.0
8148,other,820.0,2.0,2.0
8149,other,1000.0,2.0,2.0
8150,other,1095.0,2.0,2.0
8151,other,470.0,2.0,1.0
8152,other,1495.0,3.0,3.0
8153,other,450.0,1.0,1.0
8154,other,1200.0,3.0,2.0
8155,other,1625.0,3.0,3.0
8156,other,2065.0,3.0,3.0
8157,other,1550.0,3.0,3.0
8158,other,1160.0,2.0,2.0
8159,other,1490.0,2.0,3.0
8160,other,2150.0,3.0,3.0
8161,other,5000.0,7.0,7.0
8162,other,1350.0,3.0,3.0
8163,other,2400.0,4.0,4.0
8164,other,900.0,1.0,2.0
8165,other,1105.0,2.0,2.0
8166,other,1200.0,4.0,4.0
8167,other,900.0,1.0,1.0
8168,other,1000.0,1.0,2.0
8169,other,1410.0,2.0,2.0
8170,other,1290.0,3.0,3.0
8171,other,4200.0,4.0,4.0
8172,other,2312.0,3.0,3.0
8173,other,3750.0,4.0,4.0
8174,other,1700.0,3.0,3.0
8175,other,1220.0,2.0,2.0
8176,other,1494.0,2.0,3.0
8177,other,1200.0,1.0,1.0
8178,other,1000.0,2.0,2.0
8179,other,8000.0,5.0,5.0
8180,other,3754.0,6.0,4.0
8181,other,970.0,2.0,2.0
8182,other,2735.0,4.0,3.0
8183,other,1280.0,2.0,2.0
8184,other,920.0,2.0,2.0
8185,other,1270.0,2.0,2.0
8186,other,1030.0,2.0,3.0
8187,other,3000.0,8.0,6.0
8188,other,1339.0,2.0,2.0
8189,other,660.0,1.0,1.0
8190,other,1495.0,2.0,3.0
8191,other,1945.0,3.0,3.0
8192,other,1512.0,1.0,2.0
8193,other,1500.0,4.0,4.0
8194,other,1430.0,3.0,3.0
8195,other,1800.0,3.0,3.0
8196,other,2050.0,3.0,4.0
8197,other,1410.0,2.0,2.0
8198,other,1220.0,2.0,2.0
8199,other,1100.0,2.0,2.0
8200,other,675.0,3.0,2.0
8201,other,850.0,2.0,2.0
8202,other,1045.0,2.0,2.0
8203,other,703.0,2.0,2.0
8204,other,1140.0,2.0,2.0
8205,other,1000.0,2.0,2.0
8206,other,2100.0,6.0,4.0
8207,other,2000.0,3.0,3.0
8208,other,1394.0,2.0,2.0
8209,other,1035.0,2.0,2.0
8210,other,2648.0,3.0,3.0
8211,other,1750.0,3.0,3.0
8212,other,500.0,1.0,1.0
8213,other,1080.0,2.0,2.0
8214,other,1045.0,2.0,2.0
8215,other,1250.0,2.0,2.0
8216,other,1426.0,2.0,3.0
8217,other,1000.0,2.0,2.0
8218,other,1250.0,3.0,3.0
8219,other,1490.0,2.0,3.0
8220,other,900.0,2.0,2.0
8221,other,4200.0,5.0,5.0
8222,other,1160.0,2.0,2.0
8223,other,1423.0,2.0,3.0
8224,other,1374.0,2.0,3.0
8225,other,1410.0,2.0,3.0
8226,other,999.0,2.0,2.0
8227,other,2493.0,3.0,3.0
8228,other,1350.0,2.0,2.0
8229,other,1950.0,3.0,3.0
8230,other,1675.0,3.0,3.0
8231,other,1991.0,3.0,3.0
8232,other,1800.0,3.0,3.0
8233,other,1125.0,2.0,2.0
8234,other,1500.0,3.0,3.0
8235,other,600.0,2.0,2.0
8236,other,1116.0,2.0,2.0
8237,other,1400.0,2.0,3.0
8238,other,2405.0,4.0,3.0
8239,other,1294.0,2.0,3.0
8240,other,2400.0,4.0,3.0
8241,other,1225.0,2.0,2.0
8242,other,3820.0,1.0,1.0
8243,other,1290.0,1.0,2.0
8244,other,600.0,1.0,1.0
8245,other,1750.0,3.0,3.0
8246,other,2400.0,4.0,5.0
8247,other,4510.0,4.0,3.0
8248,other,1280.0,2.0,2.0
8249,other,1427.0,2.0,3.0
8250,other,1263.0,2.0,2.0
8251,other,1180.0,2.0,2.0
8252,other,3950.0,4.0,4.0
8253,other,4209.0,4.0,4.0
8254,other,799.0,2.0,2.0
8255,other,1050.0,2.0,2.0
8256,other,1410.0,2.0,3.0
8257,other,1077.0,2.0,2.0
8258,other,1313.0,2.0,2.0
8259,other,1200.0,4.0,4.0
8260,other,3179.0,5.0,4.0
8261,other,1500.0,3.0,3.0
8262,other,2872.0,4.0,4.0
8263,other,1035.0,2.0,2.0
8264,other,1644.0,3.0,3.0
8265,other,3420.0,3.0,4.0
8266,other,1200.0,2.0,2.0
8267,other,1265.0,2.0,3.0
8268,other,1578.0,3.0,3.0
8269,other,1569.0,3.0,3.0
8270,other,1800.0,3.0,4.0
8271,other,805.0,2.0,2.0
8272,other,2650.0,4.0,4.0
8273,other,998.0,2.0,2.0
8274,other,967.0,2.0,2.0
8275,other,1477.0,2.0,3.0
8276,other,10961.0,4.0,4.0
8277,other,966.0,2.0,2.0
8278,other,1161.0,2.0,2.0
8279,other,1464.0,3.0,3.0
8280,other,1375.0,2.0,3.0
8281,other,1250.0,2.0,2.0
8282,other,834.0,1.0,1.0
8283,other,686.0,1.0,1.0
8284,other,1260.0,2.0,2.0
8285,other,1200.0,2.0,3.0
8286,other,1400.0,3.0,3.0
8287,other,1500.0,2.0,3.0
8288,other,1550.0,2.0,3.0
8289,other,1161.0,2.0,2.0
8290,other,1800.0,4.0,4.0
8291,other,1180.0,2.0,2.0
8292,other,1260.0,2.0,2.0
8293,other,1700.0,3.0,3.0
8294,other,1374.0,3.0,3.0
8295,other,1160.0,2.0,2.0
8296,other,1025.0,2.0,2.0
8297,other,1052.0,2.0,2.0
8298,other,1500.0,3.0,3.0
8299,other,1200.0,2.0,2.0
8300,other,920.0,2.0,2.0
8301,other,1019.0,2.0,2.0
8302,other,2800.0,4.0,6.0
8303,other,1602.0,2.0,3.0
8304,other,2292.0,2.0,3.0
8305,other,1200.0,3.0,3.0
8306,other,1260.0,1.0,1.0
8307,other,1350.0,2.0,3.0
8308,other,1015.0,2.0,2.0
8309,other,1840.0,4.0,3.0
8310,other,1280.0,2.0,3.0
8311,other,2100.0,1.0,2.0
8312,other,1000.0,2.0,2.0
8313,other,3817.0,2.0,2.0
8314,other,1350.0,4.0,4.0
8315,other,1076.0,2.0,2.0
8316,other,1176.0,2.0,3.0
8317,other,1045.0,2.0,2.0
8318,other,1060.0,3.0,3.0
8319,other,1100.0,2.0,2.0
8320,other,10030.0,1.0,1.0
8321,other,1820.0,2.0,3.0
8322,other,1639.0,3.0,3.0
8323,other,3259.0,3.0,3.0
8324,other,1471.0,2.0,3.0
8325,other,6040.0,4.0,5.0
8326,other,865.0,2.0,2.0
8327,other,1458.0,2.0,3.0
8328,other,3000.0,6.0,7.0
8329,other,1250.0,3.0,3.0
8330,other,985.0,2.0,2.0
8331,other,1095.0,2.0,2.0
8332,other,1350.0,3.0,3.0
8333,other,500.0,1.0,1.0
8334,other,3700.0,4.0,4.0
8335,other,1250.0,3.0,3.0
8336,other,1035.0,2.0,2.0
8337,other,1500.0,2.0,3.0
8338,other,1630.0,2.0,3.0
8339,other,1220.0,2.0,2.0
8340,other,2000.0,4.0,4.0
8341,other,1007.0,2.0,2.0
8342,other,1475.0,2.0,2.0
8343,other,1065.0,2.0,2.0
8344,other,2400.0,6.0,6.0
8345,other,2357.0,3.0,3.0
8346,other,1413.0,2.0,3.0
8347,other,1269.0,2.0,3.0
8348,other,1280.0,2.0,2.0
8349,other,907.0,2.0,2.0
8350,other,1200.0,1.0,2.0
8351,other,1166.0,2.0,2.0
8352,other,2100.0,4.0,4.0
8353,other,3500.0,3.0,4.0
8354,other,1200.0,4.0,4.0
8355,other,1800.0,5.0,4.0
8356,other,4395.0,3.0,3.0
8357,other,2440.0,3.0,3.0
8358,other,1035.0,2.0,2.0
8359,other,925.0,2.0,2.0
8360,other,2300.0,4.0,4.0
8361,other,2200.0,3.0,4.0
8362,other,1100.0,2.0,2.0
8363,other,1200.0,3.0,4.0
8364,other,1100.0,2.0,2.0
8365,other,1500.0,2.0,3.0
8366,other,1450.0,3.0,3.0
8367,other,900.0,2.0,2.0
8368,other,1508.0,3.0,3.0
8369,other,1200.0,3.0,2.0
8370,other,1350.0,4.0,4.0
8371,other,1550.0,3.0,3.0
8372,other,1750.0,3.0,3.0
8373,other,2197.0,4.0,3.0
8374,other,884.0,1.0,2.0
8375,other,966.0,2.0,2.0
8376,other,1824.0,3.0,3.0
8377,other,1200.0,2.0,2.0
8378,other,1305.0,2.0,2.0
8379,other,1236.0,2.0,2.0
8380,other,4800.0,6.0,4.0
8381,other,1069.0,2.0,2.0
8382,other,2160.0,5.0,6.0
8383,other,1555.0,3.0,3.0
8384,other,1225.0,2.0,2.0
8385,other,1125.0,2.0,2.0
8386,other,705.0,1.0,1.0
8387,other,1650.0,3.0,3.0
8388,other,1539.0,3.0,3.0
8389,other,1200.0,2.0,2.0
8390,other,978.0,2.0,2.0
8391,other,1200.0,1.0,2.0
8392,other,1738.0,3.0,3.0
8393,other,1090.0,2.0,2.0
8394,other,1225.0,2.0,3.0
8395,other,1384.0,2.0,2.0
8396,other,1200.0,2.0,3.0
8397,other,675.0,2.0,2.0
8398,other,1113.0,2.0,2.0
8399,other,1650.0,3.0,3.0
8400,other,1800.0,5.0,6.0
8401,other,1180.0,2.0,2.0
8402,other,750.0,1.0,1.0
8403,other,425.0,1.0,1.0
8404,other,1200.0,3.0,3.0
8405,other,3200.0,4.0,4.0
8406,other,900.0,2.0,2.0
8407,other,3000.0,6.0,7.0
8408,other,1200.0,2.0,2.0
8409,other,1250.0,2.0,2.0
8410,other,827.0,2.0,2.0
8411,other,825.0,2.0,2.0
8412,other,1230.0,2.0,2.0
8413,other,1391.0,2.0,3.0
8414,other,961.0,2.0,2.0
8415,other,2357.0,3.0,3.0
8416,other,1180.0,2.0,2.0
8417,other,1350.0,2.0,2.0
8418,other,1300.0,2.0,3.0
8419,other,700.0,2.0,2.0
8420,other,2000.0,5.0,5.0
8421,other,1200.0,2.0,3.0
8422,other,2770.0,4.0,3.0
8423,other,1145.0,2.0,2.0
8424,other,1300.0,2.0,2.0
8425,other,1380.0,2.0,2.0
8426,other,1100.0,2.0,2.0
8427,other,1050.0,2.0,2.0
8428,other,2400.0,5.0,5.0
8429,other,2700.0,2.0,3.0
8430,other,2100.0,3.0,5.0
8431,other,2100.0,3.0,3.0
8432,other,1200.0,2.0,2.0
8433,other,1495.0,3.0,3.0
8434,other,1600.0,2.0,2.0
8435,other,3080.0,2.0,4.0
8436,other,1350.0,2.0,3.0
8437,other,1200.0,2.0,2.0
8438,other,1936.0,3.0,3.0
8439,other,1307.0,2.0,2.0
8440,other,2121.0,4.0,3.0
8441,other,705.0,1.0,1.0
8442,other,1020.0,2.0,2.0
8443,other,4250.0,6.0,6.0
8444,other,750.0,1.0,1.0
8445,other,1225.0,2.0,2.0
8446,other,1600.0,3.0,3.0
8447,other,1843.0,3.0,3.0
8448,other,2023.71,3.0,3.0
8449,other,620.0,2.0,2.0
8450,other,1086.0,2.0,2.0
8451,other,1350.0,2.0,3.0
8452,other,1230.0,2.0,2.0
8453,other,1294.0,2.0,3.0
8454,other,703.0,2.0,2.0
8455,other,3060.0,4.0,4.0
8456,other,1053.0,2.0,2.0
8457,other,1500.0,3.0,3.0
8458,other,1410.0,3.0,3.0
8459,other,1080.0,2.0,2.0
8460,other,6000.0,1.0,1.0
8461,other,2000.0,3.0,3.0
8462,other,1363.0,2.0,2.0
8463,other,1155.0,2.0,2.0
8464,other,2631.0,3.0,4.0
8465,other,1489.0,2.0,2.0
8466,other,1330.0,2.0,2.0
8467,other,1405.0,2.0,2.0
8468,other,1209.0,2.0,2.0
8469,other,1620.0,3.0,3.0
8470,other,925.0,2.0,2.0
8471,other,1578.0,3.0,3.0
8472,other,1146.0,2.0,2.0
8473,other,1312.0,2.0,3.0
8474,other,2289.0,3.0,3.0
8475,other,1000.0,2.0,2.0
8476,other,2200.0,3.0,3.0
8477,other,1256.0,2.0,2.0
8478,other,2400.0,6.0,6.0
8479,other,1520.0,3.0,3.0
8480,other,1875.0,2.0,3.0
8481,other,1075.0,2.0,2.0
8482,other,620.0,2.0,2.0
8483,other,1022.0,2.0,2.0
8484,other,1220.0,2.0,2.0
8485,other,1308.0,2.0,2.0
8486,other,1190.0,2.0,2.0
8487,other,933.0,2.0,2.0
8488,other,535.0,1.0,1.0
8489,other,1550.0,2.0,3.0
8490,other,1148.0,2.0,2.0
8491,other,1544.0,3.0,3.0
8492,other,674.0,1.0,2.0
8493,other,1410.0,2.0,3.0
8494,other,1200.0,3.0,3.0
8495,other,1500.0,3.0,3.0
8496,other,2400.0,4.0,4.0
8497,other,1770.0,3.0,3.0
8498,other,1200.0,3.0,3.0
8499,other,1600.0,5.0,5.0
8500,other,1650.0,4.0,4.0
8501,other,1000.0,2.0,2.0
8502,other,1560.0,2.0,3.0
8503,other,1475.0,2.0,3.0
8504,other,3200.0,3.0,3.0
8505,other,920.0,2.0,2.0
8506,other,2000.0,4.0,4.0
8507,other,1335.0,2.0,3.0
8508,other,1150.0,2.0,2.0
8509,other,935.0,2.0,2.0
8510,other,1260.0,2.0,3.0
8511,other,1194.0,2.0,2.0
8512,other,1257.0,2.0,2.0
8513,other,1760.0,3.0,3.0
8514,other,1020.0,2.0,2.0
8515,other,1240.0,2.0,3.0
8516,other,1200.0,3.0,3.0
8517,other,1560.0,3.0,3.0
8518,other,2400.0,3.0,4.0
8519,other,1333.0,2.0,2.0
8520,other,975.0,2.0,2.0
8521,other,1480.0,2.0,3.0
8522,other,1780.0,3.0,3.0
8523,other,900.0,2.0,2.0
8524,other,1107.0,2.0,2.0
8525,other,1720.0,3.0,3.0
8526,other,1850.0,4.0,4.0
8527,other,1100.0,2.0,2.0
8528,other,1100.0,2.0,2.0
8529,other,1700.0,3.0,4.0
8530,other,3200.0,5.0,4.0
8531,other,1464.0,2.0,3.0
8532,other,3293.0,5.0,4.0
8533,other,2159.0,3.0,3.0
8534,other,1388.0,3.0,3.0
8535,other,1068.0,2.0,2.0
8536,other,1093.0,2.0,2.0
8537,other,1600.0,3.0,3.0
8538,other,1350.0,2.0,3.0
8539,other,1210.0,2.0,2.0
8540,other,1425.0,3.0,3.0
8541,other,4000.0,4.0,4.0
8542,other,814.0,2.0,2.0
8543,other,1550.0,4.0,4.0
8544,other,1515.0,3.0,3.0
8545,other,1145.0,2.0,2.0
8546,other,1500.0,3.0,3.0
8547,other,1810.0,4.0,3.0
8548,other,1200.0,5.0,4.0
8549,other,1942.0,3.0,3.0
8550,other,400.0,1.0,1.0
8551,other,1365.0,3.0,3.0
8552,other,1820.0,3.0,3.0
8553,other,3595.0,6.0,4.0
8554,other,1182.0,2.0,2.0
8555,other,1165.0,2.0,2.0
8556,other,935.0,2.0,2.0
8557,other,1670.0,3.0,3.0
8558,other,1075.0,2.0,2.0
8559,other,1258.0,2.0,2.0
8560,other,2400.0,3.0,3.0
8561,other,1407.0,2.0,2.0
8562,other,3317.5,5.0,4.0
8563,other,1310.0,2.0,3.0
8564,other,3600.0,4.0,4.0
8565,other,2493.0,3.0,3.0
8566,other,1674.0,3.0,3.0
8567,other,2400.0,5.0,6.0
8568,other,1080.0,2.0,2.0
8569,other,1200.0,2.0,3.0
8570,other,1000.0,2.0,2.0
8571,other,1156.0,2.0,2.0
8572,other,750.0,2.0,1.0
8573,other,1349.0,2.0,2.0
8574,other,1385.0,3.0,3.0
8575,other,1001.0,2.0,2.0
8576,other,3600.0,4.0,4.0
8577,other,1150.0,2.0,2.0
8578,other,1800.0,4.0,4.0
8579,other,1685.0,3.0,3.0
8580,other,1260.0,4.0,4.0
8581,other,1300.0,3.0,3.0
8582,other,1020.0,2.0,2.0
8583,other,2000.0,2.0,3.0
8584,other,1220.0,2.0,2.0
8585,other,1475.0,2.0,2.0
8586,other,1055.0,2.0,2.0
8587,other,1719.0,3.0,3.0
8588,other,1060.0,2.0,2.0
8589,other,5800.0,5.0,5.0
8590,other,1200.0,2.0,2.0
8591,other,1000.0,2.0,2.0
8592,other,1250.0,3.0,3.0
8593,other,1432.0,2.0,2.0
8594,other,856.0,2.0,2.0
8595,other,1300.0,2.0,3.0
8596,other,840.0,2.0,2.0
8597,other,1184.0,2.0,2.0
8598,other,1620.0,2.0,3.0
8599,other,1670.0,3.0,3.0
8600,other,1200.0,2.0,2.0
8601,other,1500.0,2.0,2.0
8602,other,1200.0,3.0,3.0
8603,other,1050.0,2.0,2.0
8604,other,1200.0,2.0,2.0
8605,other,1465.0,2.0,3.0
8606,other,2597.0,4.0,4.0
8607,other,1760.0,2.0,3.0
8608,other,990.0,2.0,2.0
8609,other,1300.0,2.0,2.0
8610,other,3210.0,2.0,5.0
8611,other,1050.0,2.0,2.0
8612,other,1545.0,3.0,3.0
8613,other,2100.0,3.0,4.0
8614,other,750.0,2.0,2.0
8615,other,900.0,2.0,2.0
8616,other,2388.0,4.0,3.0
8617,other,1580.0,3.0,3.0
8618,other,1334.0,2.0,2.0
8619,other,1566.0,3.0,3.0
8620,other,1540.0,3.0,3.0
8621,other,1740.0,3.0,3.0
8622,other,3535.0,4.0,4.0
8623,other,1206.0,2.0,2.0
8624,other,1500.0,2.0,2.0
8625,other,1270.0,2.0,3.0
8626,other,3900.0,3.0,3.0
8627,other,1125.0,2.0,2.0
8628,other,2000.0,4.0,5.0
8629,other,1495.0,2.0,3.0
8630,other,1175.0,2.0,2.0
8631,other,1250.0,2.0,2.0
8632,other,705.0,1.0,1.0
8633,other,1475.0,3.0,3.0
8634,other,1080.0,2.0,2.0
8635,other,1488.0,2.0,3.0
8636,other,1162.0,2.0,2.0
8637,other,2340.0,4.0,4.0
8638,other,850.0,1.0,1.0
8639,other,1342.0,2.0,2.0
8640,other,2400.0,5.0,6.0
8641,other,1864.0,3.0,3.0
8642,other,550.0,1.0,1.0
8643,other,1158.0,2.0,3.0
8644,other,1445.0,3.0,3.0
8645,other,1180.0,2.0,3.0
8646,other,1200.0,3.0,4.0
8647,other,1575.0,2.0,2.0
8648,other,2100.0,3.0,3.0
8649,other,530.0,1.0,1.0
8650,other,1033.0,2.0,3.0
8651,other,1165.0,2.0,2.0
8652,other,1875.0,3.0,3.0
8653,other,1942.0,3.0,3.0
8654,other,1450.0,2.0,3.0
8655,other,3210.0,4.0,3.0
8656,other,1500.0,2.0,2.0
8657,other,3045.0,3.0,3.0
8658,other,1225.0,2.0,2.0
8659,other,1600.0,2.0,3.0
8660,other,1625.0,3.0,3.0
8661,other,1000.0,2.0,2.0
8662,other,1150.0,2.0,2.0
8663,other,1852.0,2.0,3.0
8664,other,1296.0,2.0,2.0
8665,other,1550.0,2.0,3.0
8666,other,1190.0,2.0,2.0
8667,other,1153.0,2.0,2.0
8668,other,600.0,1.0,2.0
8669,other,2100.0,3.0,3.0
8670,other,1300.0,3.0,3.0
8671,other,1270.0,2.0,3.0
8672,other,510.0,1.0,1.0
8673,other,2400.0,2.0,3.0
8674,other,800.0,1.0,1.0
8675,other,1210.0,2.0,2.0
8676,other,850.0,2.0,2.0
8677,other,1257.0,2.0,2.0
8678,other,3329.0,3.0,3.0
8679,other,1199.0,2.0,2.0
8680,other,1200.0,2.0,2.0
8681,other,1758.0,3.0,3.0
8682,other,2250.0,3.0,3.0
8683,other,3300.0,8.0,8.0
8684,other,1320.0,2.0,3.0
8685,other,1175.0,2.0,2.0
8686,other,1490.0,2.0,3.0
8687,other,900.0,3.0,3.0
8688,other,2200.0,5.0,4.0
8689,other,1000.0,2.0,2.0
8690,other,1080.0,2.0,2.0
8691,other,1904.0,3.0,3.0
8692,other,1155.0,2.0,2.0
